	popularity	song_id	artist_id	album_id	song_name	artist_name	album_name	explicit	disc_number	track_number	uri	tempo	type	key	loudness	mode	speechiness	liveness	valence	danceability	energy	track_href	analysis_url	duration_ms	time_signature	acousticness	instrumentalness	artist_genres	artist_popularity	album_popularity	album_release_date
0	75	503OTo2dSqe7qk76rgsbep	6DPYiyq5kWVQS4RGwxzPC7	7q2B4M5EiBkqrlsNW8lB7N	Still D.R.E.	Dr. Dre	2001	True	1	4	spotify:track:503OTo2dSqe7qk76rgsbep	93.425	audio_features	11	-3.418	1	0.235	0.0577	0.547	0.821	0.774	https://api.spotify.com/v1/tracks/503OTo2dSqe7qk76rgsbep	https://api.spotify.com/v1/audio-analysis/503OTo2dSqe7qk76rgsbep	270587	4	0.177	0.000676	g funk	80.0	72	1999-11-16
27	73	4LwU4Vp6od3Sb08CsP99GC	6DPYiyq5kWVQS4RGwxzPC7	7q2B4M5EiBkqrlsNW8lB7N	The Next Episode	Dr. Dre	2001	True	1	11	spotify:track:4LwU4Vp6od3Sb08CsP99GC	95.3	audio_features	3	-2.494	0	0.195	0.0803	0.291	0.916	0.906	https://api.spotify.com/v1/tracks/4LwU4Vp6od3Sb08CsP99GC	https://api.spotify.com/v1/audio-analysis/4LwU4Vp6od3Sb08CsP99GC	161507	4	0.0279	0.0	g funk	80.0	72	1999-11-16
54	72	7iXF2W9vKmDoGAhlHdpyIa	6DPYiyq5kWVQS4RGwxzPC7	7q2B4M5EiBkqrlsNW8lB7N	Forgot About Dre	Dr. Dre	2001	True	1	10	spotify:track:7iXF2W9vKmDoGAhlHdpyIa	133.961	audio_features	8	-2.132	1	0.0815	0.163	0.626	0.937	0.731	https://api.spotify.com/v1/tracks/7iXF2W9vKmDoGAhlHdpyIa	https://api.spotify.com/v1/audio-analysis/7iXF2W9vKmDoGAhlHdpyIa	222293	4	0.0879	0.0	g funk	80.0	72	1999-11-16
81	65	1SWVDBtw6h3tm9OehOkDhv	6DPYiyq5kWVQS4RGwxzPC7	7q2B4M5EiBkqrlsNW8lB7N	What's The Difference	Dr. Dre	2001	True	1	7	spotify:track:1SWVDBtw6h3tm9OehOkDhv	91.907	audio_features	11	-0.362	0	0.23	0.186	0.696	0.792	0.825	https://api.spotify.com/v1/tracks/1SWVDBtw6h3tm9OehOkDhv	https://api.spotify.com/v1/audio-analysis/1SWVDBtw6h3tm9OehOkDhv	244200	4	0.238	0.0	g funk	80.0	72	1999-11-16
135	63	0Ed7MeXx64f6OcIuoTRCg1	6DPYiyq5kWVQS4RGwxzPC7	7q2B4M5EiBkqrlsNW8lB7N	Xxplosive	Dr. Dre	2001	True	1	6	spotify:track:0Ed7MeXx64f6OcIuoTRCg1	168.955	audio_features	1	-4.368	1	0.134	0.15	0.926	0.78	0.882	https://api.spotify.com/v1/tracks/0Ed7MeXx64f6OcIuoTRCg1	https://api.spotify.com/v1/audio-analysis/0Ed7MeXx64f6OcIuoTRCg1	215200	4	0.201	1.07e-05	g funk	80.0	72	1999-11-16
189	75	3cfOd4CMv2snFaKAnMdnvK	2iEvnFsWxR0Syqu2JNopAd	2kyTLcEZe6nc1s6ve0zW9P	All Star	Smash Mouth	Astro Lounge	False	1	5	spotify:track:3cfOd4CMv2snFaKAnMdnvK	104.034	audio_features	11	-5.881	1	0.0323	0.0829	0.78	0.731	0.861	https://api.spotify.com/v1/tracks/3cfOd4CMv2snFaKAnMdnvK	https://api.spotify.com/v1/audio-analysis/3cfOd4CMv2snFaKAnMdnvK	200373	4	0.0319	0.0	alternative rock	69.0	64	1999-01-01
216	80	1KGi9sZVMeszgZOWivFpxs	0TImkz4nPqjegtVSMZnMRq	1CvjjpvqVMoyprsf74bpYW	No Scrubs	TLC	Fanmail	False	1	5	spotify:track:1KGi9sZVMeszgZOWivFpxs	92.909	audio_features	8	-4.267	0	0.0953	0.0685	0.59	0.743	0.675	https://api.spotify.com/v1/tracks/1KGi9sZVMeszgZOWivFpxs	https://api.spotify.com/v1/audio-analysis/1KGi9sZVMeszgZOWivFpxs	214400	4	0.0251	0.000717	dance pop	71.0	69	1999-02-23
243	78	7H6ev70Weq6DdpZyyTmUXk	1Y8cdNmUJH7yBTd9yOvr5i	283NWqNsCA9GwVHrJk59CG	Say My Name	Destiny's Child	The Writing's On The Wall	False	1	12	spotify:track:7H6ev70Weq6DdpZyyTmUXk	138.009	audio_features	5	-3.525	0	0.102	0.149	0.734	0.713	0.678	https://api.spotify.com/v1/tracks/7H6ev70Weq6DdpZyyTmUXk	https://api.spotify.com/v1/audio-analysis/7H6ev70Weq6DdpZyyTmUXk	271333	4	0.273	0.0	dance pop	75.0	70	1999-07-26
270	72	4pmc2AxSEq6g7hPVlJCPyP	1Y8cdNmUJH7yBTd9yOvr5i	283NWqNsCA9GwVHrJk59CG	Jumpin', Jumpin'	Destiny's Child	The Writing's On The Wall	False	1	11	spotify:track:4pmc2AxSEq6g7hPVlJCPyP	88.997	audio_features	1	-4.639	1	0.0567	0.0537	0.683	0.771	0.685	https://api.spotify.com/v1/tracks/4pmc2AxSEq6g7hPVlJCPyP	https://api.spotify.com/v1/audio-analysis/4pmc2AxSEq6g7hPVlJCPyP	230200	4	0.00543	0.00157	dance pop	75.0	70	1999-07-26
297	66	1Oi2zpmL81Q0yScF1zxaC0	1Y8cdNmUJH7yBTd9yOvr5i	283NWqNsCA9GwVHrJk59CG	Bills, Bills, Bills	Destiny's Child	The Writing's On The Wall	False	1	3	spotify:track:1Oi2zpmL81Q0yScF1zxaC0	127.641	audio_features	11	-5.15	0	0.153	0.0764	0.461	0.845	0.576	https://api.spotify.com/v1/tracks/1Oi2zpmL81Q0yScF1zxaC0	https://api.spotify.com/v1/audio-analysis/1Oi2zpmL81Q0yScF1zxaC0	256027	4	0.139	0.0	dance pop	75.0	70	1999-07-26
333	73	7yCPwWs66K8Ba5lFuU2bcx	6FBDaR13swtiWwGhX1WQsP	5qt11cWjSs5Gbqj2Wyfu38	All The Small Things	blink-182	Enema Of The State	False	1	8	spotify:track:7yCPwWs66K8Ba5lFuU2bcx	148.599	audio_features	0	-4.764	1	0.057	0.547	0.695	0.439	0.891	https://api.spotify.com/v1/tracks/7yCPwWs66K8Ba5lFuU2bcx	https://api.spotify.com/v1/audio-analysis/7yCPwWs66K8Ba5lFuU2bcx	168000	4	0.0122	0.0	modern rock	78.0	68	1999-01-01
