	popularity	song_id	artist_id	album_id	song_name	artist_name	album_name	explicit	disc_number	track_number	uri	tempo	type	key	loudness	mode	speechiness	liveness	valence	danceability	energy	track_href	analysis_url	duration_ms	time_signature	acousticness	instrumentalness	artist_genres	artist_popularity	album_popularity	album_release_date
0	74	5wj4E6IsrVtn8IBJQOd0Cl	2DaxqgrOhkeH0fpeiQq2f4	6ozp33PI3p9AdddB6ZL3xQ	Wonderwall - Remastered	Oasis	(What's The Story) Morning Glory? (Deluxe Edition) [Remastered]	False	1	3	spotify:track:5wj4E6IsrVtn8IBJQOd0Cl	174.53	audio_features	2	-4.918	1	0.0381	0.234	0.478	0.372	0.865	https://api.spotify.com/v1/tracks/5wj4E6IsrVtn8IBJQOd0Cl	https://api.spotify.com/v1/audio-analysis/5wj4E6IsrVtn8IBJQOd0Cl	258733	4	0.000453	0.0	britpop	79	66	1995-10-02
27	64	7CVYxHq1L0Z4G84jTDS6Jl	2DaxqgrOhkeH0fpeiQq2f4	6ozp33PI3p9AdddB6ZL3xQ	Don't Look Back In Anger - Remastered	Oasis	(What's The Story) Morning Glory? (Deluxe Edition) [Remastered]	False	1	4	spotify:track:7CVYxHq1L0Z4G84jTDS6Jl	162.978	audio_features	0	-4.087	1	0.0592	0.126	0.335	0.333	0.922	https://api.spotify.com/v1/tracks/7CVYxHq1L0Z4G84jTDS6Jl	https://api.spotify.com/v1/audio-analysis/7CVYxHq1L0Z4G84jTDS6Jl	289559	4	0.0596	2.05e-06	britpop	79	66	1995-10-02
54	63	40bynawzslg9U7ACq07fAj	2DaxqgrOhkeH0fpeiQq2f4	6ozp33PI3p9AdddB6ZL3xQ	Champagne Supernova - Remastered	Oasis	(What's The Story) Morning Glory? (Deluxe Edition) [Remastered]	False	1	12	spotify:track:40bynawzslg9U7ACq07fAj	150.272	audio_features	2	-4.625	1	0.0388	0.364	0.12	0.286	0.796	https://api.spotify.com/v1/tracks/40bynawzslg9U7ACq07fAj	https://api.spotify.com/v1/audio-analysis/40bynawzslg9U7ACq07fAj	448438	4	0.47	0.063	britpop	79	66	1995-10-02
81	81	7lQWRAjyhTpCWFC0jmclT4	3y24n3XhZ96wgwRXjvS17T	0fYctMs4EvoEqzDh8Kmg5g	Gangsta's Paradise	Coolio	Gangsta's Paradise	False	1	2	spotify:track:7lQWRAjyhTpCWFC0jmclT4	79.974	audio_features	8	-10.05	1	0.0593	0.398	0.387	0.647	0.514	https://api.spotify.com/v1/tracks/7lQWRAjyhTpCWFC0jmclT4	https://api.spotify.com/v1/audio-analysis/7lQWRAjyhTpCWFC0jmclT4	240693	4	0.0655	0.0	g funk	67	70	1995-10-02
108	76	33ZXjLCpiINn8eQIDYEPTD	6O2zJ0tId7g07yzHtX0yap	1cCAb1vN8uUsdfEylVmTLs	Shook Ones, Pt. II	Mobb Deep	The Infamous	False	1	15	spotify:track:33ZXjLCpiINn8eQIDYEPTD	93.857	audio_features	10	-6.472	0	0.229	0.0817	0.504	0.763	0.786	https://api.spotify.com/v1/tracks/33ZXjLCpiINn8eQIDYEPTD	https://api.spotify.com/v1/audio-analysis/33ZXjLCpiINn8eQIDYEPTD	325507	4	0.0146	0.0114	east coast hip hop	69	69	1995-04-25
135	70	7N1Vjtzr1lmmCW9iasQ8YO	6O2zJ0tId7g07yzHtX0yap	1cCAb1vN8uUsdfEylVmTLs	Survival of the Fittest	Mobb Deep	The Infamous	False	1	3	spotify:track:7N1Vjtzr1lmmCW9iasQ8YO	94.828	audio_features	11	-5.077	0	0.268	0.237	0.241	0.813	0.703	https://api.spotify.com/v1/tracks/7N1Vjtzr1lmmCW9iasQ8YO	https://api.spotify.com/v1/audio-analysis/7N1Vjtzr1lmmCW9iasQ8YO	224533	4	0.125	1.26e-06	east coast hip hop	69	69	1995-04-25
162	73	3Y8Ff1nH44jFywAtpgmleZ	40Yq4vzPs9VNUrIBG5Jr2i	4bPT6Q8ppaSNppk1kbEbLl	1979	The Smashing Pumpkins	Mellon Collie and the Infinite Sadness (2012 - Remaster)	False	2	5	spotify:track:3Y8Ff1nH44jFywAtpgmleZ	126.879	audio_features	3	-9.896	1	0.0332	0.0513	0.964	0.765	0.788	https://api.spotify.com/v1/tracks/3Y8Ff1nH44jFywAtpgmleZ	https://api.spotify.com/v1/audio-analysis/3Y8Ff1nH44jFywAtpgmleZ	266200	4	0.0166	0.588	alternative metal	71	69	1995-12-12
189	70	4qMzPtAZe0C9KWpWIzvZAP	40Yq4vzPs9VNUrIBG5Jr2i	4bPT6Q8ppaSNppk1kbEbLl	Bullet With Butterfly Wings	The Smashing Pumpkins	Mellon Collie and the Infinite Sadness (2012 - Remaster)	False	1	6	spotify:track:4qMzPtAZe0C9KWpWIzvZAP	121.649	audio_features	10	-9.18	0	0.0626	0.0466	0.475	0.404	0.72	https://api.spotify.com/v1/tracks/4qMzPtAZe0C9KWpWIzvZAP	https://api.spotify.com/v1/audio-analysis/4qMzPtAZe0C9KWpWIzvZAP	258467	4	5.59e-05	0.836	alternative metal	71	69	1995-12-12
216	67	4iCGSi1RonREsPtfEKYj5b	40Yq4vzPs9VNUrIBG5Jr2i	4bPT6Q8ppaSNppk1kbEbLl	Tonight, Tonight	The Smashing Pumpkins	Mellon Collie and the Infinite Sadness (2012 - Remaster)	False	1	2	spotify:track:4iCGSi1RonREsPtfEKYj5b	148.928	audio_features	6	-9.381	1	0.0368	0.237	0.222	0.287	0.67	https://api.spotify.com/v1/tracks/4iCGSi1RonREsPtfEKYj5b	https://api.spotify.com/v1/audio-analysis/4iCGSi1RonREsPtfEKYj5b	254627	4	6.28e-05	0.748	alternative metal	71	69	1995-12-12
270	61	1o2jjiTtiVJEtQyYzcRHnm	40Yq4vzPs9VNUrIBG5Jr2i	4bPT6Q8ppaSNppk1kbEbLl	Zero	The Smashing Pumpkins	Mellon Collie and the Infinite Sadness (2012 - Remaster)	True	1	4	spotify:track:1o2jjiTtiVJEtQyYzcRHnm	128.04	audio_features	8	-7.105	1	0.0461	0.0509	0.705	0.438	0.73	https://api.spotify.com/v1/tracks/1o2jjiTtiVJEtQyYzcRHnm	https://api.spotify.com/v1/audio-analysis/1o2jjiTtiVJEtQyYzcRHnm	160173	4	3.39e-05	0.553	alternative metal	71	69	1995-12-12
306	63	5QLHGv0DfpeXLNFo7SFEy1	40Yq4vzPs9VNUrIBG5Jr2i	55RhFRyQFihIyGf61MgcfV	1979	The Smashing Pumpkins	Mellon Collie and the Infinite Sadness (Deluxe Edition)	False	2	5	spotify:track:5QLHGv0DfpeXLNFo7SFEy1	126.879	audio_features	3	-9.896	1	0.0332	0.0513	0.964	0.765	0.788	https://api.spotify.com/v1/tracks/5QLHGv0DfpeXLNFo7SFEy1	https://api.spotify.com/v1/audio-analysis/5QLHGv0DfpeXLNFo7SFEy1	266200	4	0.0166	0.588	alternative metal	71	57	1995
330	66	6iy4PoAuZBMvtrlDX4VxC7	5vngPClqofybhPERIqQMYd	2j7URVIN8GPGqzb8xi2hYW	Check Yes Or No	George Strait	Strait Out Of The Box	False	4	17	spotify:track:6iy4PoAuZBMvtrlDX4VxC7	111.503	audio_features	5	-12.576	1	0.0344	0.0367	0.698	0.71	0.538	https://api.spotify.com/v1/tracks/6iy4PoAuZBMvtrlDX4VxC7	https://api.spotify.com/v1/audio-analysis/6iy4PoAuZBMvtrlDX4VxC7	200667	4	0.0717	3.97e-06	contemporary country	72	56	1995-01-01
357	72	4IYKjN1DrYzxKXt0umJqsG	3z3g65U7mmyyBmmDfsQK9x	5pMShIZc6oWiEtcQvXsKfb	I Got 5 On It - Feat. Michael Marshall	Luniz	Operation Stackola	True	1	3	spotify:track:4IYKjN1DrYzxKXt0umJqsG	173.926	audio_features	10	-7.899	0	0.361	0.125	0.58	0.6	0.706	https://api.spotify.com/v1/tracks/4IYKjN1DrYzxKXt0umJqsG	https://api.spotify.com/v1/audio-analysis/4IYKjN1DrYzxKXt0umJqsG	253533	4	0.209	0.0	g funk	60	61	1995-06-22
384	70	2aBxt229cbLDOvtL7Xbb9x	4iHNK0tOyZPYnBU7nGAgpQ	1ibYM4abQtSVQFQWvDSo4J	Always Be My Baby	Mariah Carey	Daydream	False	1	5	spotify:track:2aBxt229cbLDOvtL7Xbb9x	78.946	audio_features	4	-8.335	1	0.0363	0.249	0.488	0.649	0.531	https://api.spotify.com/v1/tracks/2aBxt229cbLDOvtL7Xbb9x	https://api.spotify.com/v1/audio-analysis/2aBxt229cbLDOvtL7Xbb9x	258133	4	0.457	0.0	dance pop	75	65	1995-09-26
411	67	6xkryXuiZU360Lngd4sx13	4iHNK0tOyZPYnBU7nGAgpQ	1ibYM4abQtSVQFQWvDSo4J	Fantasy	Mariah Carey	Daydream	False	1	1	spotify:track:6xkryXuiZU360Lngd4sx13	102.358	audio_features	7	-7.585	1	0.035	0.123	0.801	0.671	0.727	https://api.spotify.com/v1/tracks/6xkryXuiZU360Lngd4sx13	https://api.spotify.com/v1/audio-analysis/6xkryXuiZU360Lngd4sx13	243493	4	0.139	0.0	dance pop	75	65	1995-09-26
438	64	7ySbfLwdCwl1EM0zNCJZ38	4iHNK0tOyZPYnBU7nGAgpQ	1ibYM4abQtSVQFQWvDSo4J	One Sweet Day	Mariah Carey	Daydream	False	1	3	spotify:track:7ySbfLwdCwl1EM0zNCJZ38	128.228	audio_features	1	-8.964	1	0.03	0.0839	0.302	0.569	0.495	https://api.spotify.com/v1/tracks/7ySbfLwdCwl1EM0zNCJZ38	https://api.spotify.com/v1/audio-analysis/7ySbfLwdCwl1EM0zNCJZ38	281067	4	0.353	0.0	dance pop	75	65	1995-09-26
