X,popularity,song_id,artist_id,album_id,song_name,artist_name,album_name,explicit,disc_number,track_number,uri,tempo,type,key,loudness,mode,speechiness,liveness,valence,danceability,energy,track_href,analysis_url,duration_ms,time_signature,acousticness,instrumentalness,artist_genres,artist_popularity,album_popularity,album_release_date,,,
1341,70,5xC8uOesnn0udeXAYlAnoY,0sHeX8oQ6o7xic3wMf4NBU,3YfIjaJEWqiSbKPguS9Bxd,Alright,Supergrass,I Should Coco,FALSE,1,4,spotify:track:5xC8uOesnn0udeXAYlAnoY,145.92,audio_features,4,-4.808,0,0.0775,0.299,0.701,0.467,0.958,https://api.spotify.com/v1/tracks/5xC8uOesnn0udeXAYlAnoY,https://api.spotify.com/v1/audio-analysis/5xC8uOesnn0udeXAYlAnoY,180880,4,0.000479,0.199,alternative rock,59,59,5/15/1995,,,
1395,63,0ttHpMs250dpFkCYAnuhnE,4UuoJfJ9UybJft7a8E6UHX,0c8yj78CBgDsEvq9pzudIS,Good,Better Than Ezra,Deluxe,FALSE,1,2,spotify:track:0ttHpMs250dpFkCYAnuhnE,109.95,audio_features,7,-6.873,1,0.029,0.132,0.792,0.615,0.657,https://api.spotify.com/v1/tracks/0ttHpMs250dpFkCYAnuhnE,https://api.spotify.com/v1/audio-analysis/0ttHpMs250dpFkCYAnuhnE,185093,4,0.000372,0.0204,alternative rock,53,52,2/28/1995,,,
1449,63,3D0bXrSv7O73vOaGOG8J9c,2VYQTNDsvvKN9wmU5W7xpj,5XiQM9S9V3XL03xxmIMPeb,Sweet Dreams (Are Made Of This),Marilyn Manson,Smells Like Children,FALSE,1,6,spotify:track:3D0bXrSv7O73vOaGOG8J9c,186.129,audio_features,0,-5.119,0,0.0369,0.247,0.153,0.21,0.675,https://api.spotify.com/v1/tracks/3D0bXrSv7O73vOaGOG8J9c,https://api.spotify.com/v1/audio-analysis/3D0bXrSv7O73vOaGOG8J9c,293293,4,0.00516,0.535,alternative metal,72,52,1995,,,
1503,65,6Kp8tQd95YPSrSUTkll2Of,4Otx4bRLSfpah5kX8hdgDC,3Ai35Zvh4C5ljBKZRLomkO,Feel Me Flow,Naughty By Nature,Poverty's Paradise,FALSE,1,9,spotify:track:6Kp8tQd95YPSrSUTkll2Of,90.214,audio_features,8,-6.679,0,0.156,0.0855,0.844,0.805,0.754,https://api.spotify.com/v1/tracks/6Kp8tQd95YPSrSUTkll2Of,https://api.spotify.com/v1/audio-analysis/6Kp8tQd95YPSrSUTkll2Of,212560,4,0.0468,1.79E-06,east coast hip hop,60,54,5/30/1995,,,
1557,60,6YdEfXtj0YI5IbiJqVyT1c,3SRJWVa6lZnqRHOyAHmDrX,0qjM1vdeBbiAdmeYNb2iBg,They Don't Know,Jon B.,Jon B - Greatest Hits...Are U Still Down?,FALSE,1,3,spotify:track:6YdEfXtj0YI5IbiJqVyT1c,125.822,audio_features,3,-10.358,0,0.0476,0.0757,0.556,0.697,0.402,https://api.spotify.com/v1/tracks/6YdEfXtj0YI5IbiJqVyT1c,https://api.spotify.com/v1/audio-analysis/6YdEfXtj0YI5IbiJqVyT1c,273973,4,0.614,3.35E-06,dance pop,55,54,1995,,,
1611,54,0ndVtaoJarSoK9SBCRkaJt,3SRJWVa6lZnqRHOyAHmDrX,0qjM1vdeBbiAdmeYNb2iBg,Are U Still Down?,Jon B.,Jon B - Greatest Hits...Are U Still Down?,FALSE,1,4,spotify:track:0ndVtaoJarSoK9SBCRkaJt,91.064,audio_features,4,-7.697,0,0.0559,0.218,0.404,0.725,0.557,https://api.spotify.com/v1/tracks/0ndVtaoJarSoK9SBCRkaJt,https://api.spotify.com/v1/audio-analysis/0ndVtaoJarSoK9SBCRkaJt,266760,4,0.0131,7.79E-06,dance pop,55,54,1995,,,
1620,60,4WMBl2wiGUSGa5C7tfQEAo,1P8IfcNKwrkQP5xJWuhaOC,6b7NVGKHlwKyQzFKoVTaMA,Doin' It,LL Cool J,Mr. Smith (Deluxe Edition),TRUE,1,5,spotify:track:4WMBl2wiGUSGa5C7tfQEAo,95.002,audio_features,10,-11.096,0,0.213,0.119,0.605,0.804,0.549,https://api.spotify.com/v1/tracks/4WMBl2wiGUSGa5C7tfQEAo,https://api.spotify.com/v1/audio-analysis/4WMBl2wiGUSGa5C7tfQEAo,293933,4,0.368,0.0398,dance pop,64,53,11/20/1995,,,
1674,57,5wG7d4cNogw0ETKaICPEYA,1P8IfcNKwrkQP5xJWuhaOC,6b7NVGKHlwKyQzFKoVTaMA,Hey Lover,LL Cool J,Mr. Smith (Deluxe Edition),FALSE,1,4,spotify:track:5wG7d4cNogw0ETKaICPEYA,88.119,audio_features,5,-12.195,0,0.0656,0.106,0.53,0.707,0.438,https://api.spotify.com/v1/tracks/5wG7d4cNogw0ETKaICPEYA,https://api.spotify.com/v1/audio-analysis/5wG7d4cNogw0ETKaICPEYA,284693,4,0.349,0,dance pop,64,53,11/20/1995,,,
1710,62,1nLnpLXvl68RZCSjfkyiaa,7oPftvlwr6VrsViSDV7fJY,7d3nOmFvL51roNElAdpi9d,Brain Stew,Green Day,Insomniac,TRUE,1,10,spotify:track:1nLnpLXvl68RZCSjfkyiaa,75.958,audio_features,1,-5.429,1,0.302,0.0577,0.337,0.559,0.543,https://api.spotify.com/v1/tracks/1nLnpLXvl68RZCSjfkyiaa,https://api.spotify.com/v1/audio-analysis/1nLnpLXvl68RZCSjfkyiaa,193000,4,0.00133,2.00E-05,modern rock,81,57,10/10/1995,,,
1764,63,02lTDOxHeXTHsdwXoz6lpC,3NZE8jDD2cCzd4vUyZ5CQQ,6vOmA5zWeFeKvuRBxaO59A,In The Meantime,Spacehog,Resident Alien,FALSE,1,1,spotify:track:02lTDOxHeXTHsdwXoz6lpC,168.479,audio_features,9,-6.382,1,0.118,0.153,0.16,0.269,0.895,https://api.spotify.com/v1/tracks/02lTDOxHeXTHsdwXoz6lpC,https://api.spotify.com/v1/audio-analysis/02lTDOxHeXTHsdwXoz6lpC,299507,4,0.083,0.00266,britpop,49,52,1995,,,
1818,60,0XgpiStoxq1IJncYlPrvZ5,7yk35uHNQclPXFGFoTU44w,05Qg48LlYGKYdeXrNGg00g,Runnin',The Pharcyde,Labcabincalifornia (Deluxe Edition),TRUE,1,4,spotify:track:0XgpiStoxq1IJncYlPrvZ5,94.123,audio_features,10,-8.178,0,0.18,0.319,0.821,0.754,0.785,https://api.spotify.com/v1/tracks/0XgpiStoxq1IJncYlPrvZ5,https://api.spotify.com/v1/audio-analysis/0XgpiStoxq1IJncYlPrvZ5,296267,4,0.0287,0.00144,alternative hip hop,61,51,1/1/1995,,,
1872,61,6u1yKoh00WaoSpNp46RzKF,2zsLaQhHFdQPdFXqG1nRmM,4IWy4QGftrQZLLvN6Dq4Lm,Cumbersome,Seven Mary Three,American Standard,FALSE,1,2,spotify:track:6u1yKoh00WaoSpNp46RzKF,80.923,audio_features,11,-5.932,1,0.0358,0.238,0.339,0.543,0.79,https://api.spotify.com/v1/tracks/6u1yKoh00WaoSpNp46RzKF,https://api.spotify.com/v1/audio-analysis/6u1yKoh00WaoSpNp46RzKF,236973,4,0.00811,0,alternative rock,50,52,9/5/1995,,,
1926,61,3IvcWWehbBcBR4YZxlGM9R,6roFdX1y5BYSbp60OTJWMd,6l9E1hjtJqivhVIageAWM8,I Like It, I Love It,Tim McGraw,FALSE,1,7,spotify:track:3IvcWWehbBcBR4YZxlGM9R,124.027,audio_features,0,-5.298,1,0.0315,0.948,0.96,0.643,0.961,https://api.spotify.com/v1/tracks/3IvcWWehbBcBR4YZxlGM9R,https://api.spotify.com/v1/audio-analysis/3IvcWWehbBcBR4YZxlGM9R,205707,4,0.0196,0,contemporary country,74,50,8/15/1995,,,
1980,62,6jc5gHCmrZW1XLcRM3wFlC,01WjpKiWVNurV5hjIadB8C,1iQvERlM75GnoUABxlk6nA,Hey Man, Nice Shot - Remastered Version,Filter,FALSE,1,1,spotify:track:6jc5gHCmrZW1XLcRM3wFlC,177.014,audio_features,2,-10.773,1,0.0339,0.319,0.305,0.479,0.588,https://api.spotify.com/v1/tracks/6jc5gHCmrZW1XLcRM3wFlC,https://api.spotify.com/v1/audio-analysis/6jc5gHCmrZW1XLcRM3wFlC,314440,4,0.00214,0.709,alternative metal,54,51,1995,,,
2034,59,4oGTdOClZUxcM2H3UmXlwL,6ogn9necmbUdCppmNnGOdi,09AwlP99cHfKVNKv4FC8VW,Ironic,Alanis Morissette,Jagged Little Pill (U.S. Version),FALSE,1,10,spotify:track:4oGTdOClZUxcM2H3UmXlwL,85.482,audio_features,11,-7.572,1,0.0555,0.236,0.37,0.295,0.593,https://api.spotify.com/v1/tracks/4oGTdOClZUxcM2H3UmXlwL,https://api.spotify.com/v1/audio-analysis/4oGTdOClZUxcM2H3UmXlwL,225933,4,0.25,0,alternative rock,68,52,6/9/1995,,,
2088,63,2lE7oRoKssULAtbWViL385,6ogn9necmbUdCppmNnGOdi,5Ap3F8CxjjsQKZGASDcHNA,Hand In My Pocket - 2015 Remastered,Alanis Morissette,Jagged Little Pill (Remastered),FALSE,1,4,spotify:track:2lE7oRoKssULAtbWViL385,92.259,audio_features,0,-8.3,1,0.0248,0.102,0.668,0.657,0.655,https://api.spotify.com/v1/tracks/2lE7oRoKssULAtbWViL385,https://api.spotify.com/v1/audio-analysis/2lE7oRoKssULAtbWViL385,222013,4,0.135,0.00303,alternative rock,68,64,1995,,,
2112,63,3jS7bB0oXVOwGFZn3aE5NV,6ogn9necmbUdCppmNnGOdi,5Ap3F8CxjjsQKZGASDcHNA,You Oughta Know - 2015 Remastered,Alanis Morissette,Jagged Little Pill (Remastered),TRUE,1,2,spotify:track:3jS7bB0oXVOwGFZn3aE5NV,105.292,audio_features,4,-7.737,1,0.0576,0.452,0.411,0.665,0.834,https://api.spotify.com/v1/tracks/3jS7bB0oXVOwGFZn3aE5NV,https://api.spotify.com/v1/audio-analysis/3jS7bB0oXVOwGFZn3aE5NV,249493,4,0.21,0,alternative rock,68,64,1995,,,
2118,69,1d6KS9GH06JAd19uiBy9IE,6ogn9necmbUdCppmNnGOdi,5Ap3F8CxjjsQKZGASDcHNA,Ironic - 2015 Remastered,Alanis Morissette,Jagged Little Pill (Remastered),FALSE,1,10,spotify:track:1d6KS9GH06JAd19uiBy9IE,114.926,audio_features,11,-8.305,1,0.0508,0.159,0.365,0.408,0.582,https://api.spotify.com/v1/tracks/1d6KS9GH06JAd19uiBy9IE,https://api.spotify.com/v1/audio-analysis/1d6KS9GH06JAd19uiBy9IE,230000,5,0.218,0,alternative rock,68,64,1995,,,
2124,59,0Jg602cHeMCnPez9baacIe,22Zqu1yyebVnbve8FxbJ2g,3MLXp4rTGt1USufyODvXuz,Cotton Eye Joe,Rednex,Sex & Violins,FALSE,1,1,spotify:track:0Jg602cHeMCnPez9baacIe,131.994,audio_features,9,-7.788,0,0.0668,0.0338,0.614,0.738,0.937,https://api.spotify.com/v1/tracks/0Jg602cHeMCnPez9baacIe,https://api.spotify.com/v1/audio-analysis/0Jg602cHeMCnPez9baacIe,193827,4,0.0124,0.00206,bubblegum dance,57,48,4/3/1995,,,
2178,60,18ZOH3KKu5Elt5ysocFyX4,41Q0HrwWBtuUkJc7C1Rp6K,6VIeIM5tetuv7FrYxISffU,All Mixed Up,311,311,TRUE,1,4,spotify:track:18ZOH3KKu5Elt5ysocFyX4,92.324,audio_features,10,-9.404,0,0.0716,0.38,0.659,0.76,0.702,https://api.spotify.com/v1/tracks/18ZOH3KKu5Elt5ysocFyX4,https://api.spotify.com/v1/audio-analysis/18ZOH3KKu5Elt5ysocFyX4,179600,4,0.0104,0,alternative metal,65,52,7/11/1995,,,
2186,58,1zBFEYEwHKCahttaE2mhg7,41Q0HrwWBtuUkJc7C1Rp6K,79OdfwXoOc7y63ONQ0X2cN,Down,311,311 (Deluxe Version),FALSE,1,1,spotify:track:1zBFEYEwHKCahttaE2mhg7,175.253,audio_features,6,-6.304,0,0.0692,0.32,0.578,0.44,0.935,https://api.spotify.com/v1/tracks/1zBFEYEwHKCahttaE2mhg7,https://api.spotify.com/v1/audio-analysis/1zBFEYEwHKCahttaE2mhg7,172053,4,0.000165,1.77E-06,alternative metal,65,49,7/11/1995,,,
2188,59,0RdMBceHhBJLqNjObk1NPP,2M4Yt7oKGoYd0wqU44k4i2,5pDzCS2g2oZueNkPr1S1Ey,Here's A Quarter [Call Someone Who Cares],Travis Tritt,Greatest Hits - From The Beginning,FALSE,1,1,spotify:track:0RdMBceHhBJLqNjObk1NPP,112.437,audio_features,7,-8.067,1,0.0257,0.119,0.597,0.654,0.537,https://api.spotify.com/v1/tracks/0RdMBceHhBJLqNjObk1NPP,https://api.spotify.com/v1/audio-analysis/0RdMBceHhBJLqNjObk1NPP,152640,3,0.196,0,contemporary country,63,54,1995,,,
2196,56,4DkA3DNGcEAh5SztzpTxPh,2M4Yt7oKGoYd0wqU44k4i2,5pDzCS2g2oZueNkPr1S1Ey,Anymore,Travis Tritt,Greatest Hits - From The Beginning,FALSE,1,2,spotify:track:4DkA3DNGcEAh5SztzpTxPh,148.215,audio_features,11,-9.407,1,0.0253,0.104,0.289,0.533,0.365,https://api.spotify.com/v1/tracks/4DkA3DNGcEAh5SztzpTxPh,https://api.spotify.com/v1/audio-analysis/4DkA3DNGcEAh5SztzpTxPh,227600,4,0.463,1.36E-06,contemporary country,63,54,1995,,,
2200,58,53oWwSxPuyH2cjYKXH8fgO,3r0OeTcOw37N9juMYyyw39,02GVhWjMuoQBQUtNhjWsnG,Get Money,Junior M.A.F.I.A.,Conspiracy (PA),TRUE,1,7,spotify:track:53oWwSxPuyH2cjYKXH8fgO,91.174,audio_features,2,-5.835,1,0.286,0.251,0.894,0.727,0.83,https://api.spotify.com/v1/tracks/53oWwSxPuyH2cjYKXH8fgO,https://api.spotify.com/v1/audio-analysis/53oWwSxPuyH2cjYKXH8fgO,274938,4,0.478,0,east coast hip hop,52,47,8/15/1995,,,
2208,60,6PhOzQShyz2vjELsXax7TQ,3r0OeTcOw37N9juMYyyw39,5LJlB2P5aDcAkKmH8fqwDw,Player's Anthem,Junior M.A.F.I.A.,Conspiracy,TRUE,1,5,spotify:track:6PhOzQShyz2vjELsXax7TQ,87.985,audio_features,7,-7.933,1,0.445,0.105,0.564,0.822,0.545,https://api.spotify.com/v1/tracks/6PhOzQShyz2vjELsXax7TQ,https://api.spotify.com/v1/audio-analysis/6PhOzQShyz2vjELsXax7TQ,322267,4,0.204,2.71E-06,east coast hip hop,52,49,1995,,,
2210,57,7AjfklMN4WpQYz5FkT4E66,336vr2M3Va0FjyvB55lJEd,4HTVABUq8amDUxBv3zJbX4,Lady,D'Angelo,Brown Sugar,FALSE,1,9,spotify:track:7AjfklMN4WpQYz5FkT4E66,84.898,audio_features,8,-11.855,0,0.127,0.123,0.763,0.806,0.365,https://api.spotify.com/v1/tracks/7AjfklMN4WpQYz5FkT4E66,https://api.spotify.com/v1/audio-analysis/7AjfklMN4WpQYz5FkT4E66,346267,4,0.165,0.0237,funk,64,52,7/3/1995,,,
2218,57,4j1Bk0BEIGCF9hR7cSwl9d,296LotOmbj7eOX7r9l46fK,0GmC4fd7RwxsFoo5Ht4nKp,Candy Rain,Soul For Real,Candy Rain,FALSE,1,1,spotify:track:4j1Bk0BEIGCF9hR7cSwl9d,188.242,audio_features,11,-7.727,0,0.084,0.0494,0.6,0.576,0.711,https://api.spotify.com/v1/tracks/4j1Bk0BEIGCF9hR7cSwl9d,https://api.spotify.com/v1/audio-analysis/4j1Bk0BEIGCF9hR7cSwl9d,276067,4,0.00433,3.66E-05,boy band,51,49,1995,,,
2226,59,4ubYnxmt3qW3wZdqMZbqOh,3kvy8do7n0qVqvlNFS4yOF,0NoIqI4xsXGOpd4vvBjo7O,East Bound and Down,Jerry Reed,The Essential Jerry Reed,FALSE,1,13,spotify:track:4ubYnxmt3qW3wZdqMZbqOh,121.65,audio_features,7,-10.616,1,0.0559,0.289,0.774,0.518,0.913,https://api.spotify.com/v1/tracks/4ubYnxmt3qW3wZdqMZbqOh,https://api.spotify.com/v1/audio-analysis/4ubYnxmt3qW3wZdqMZbqOh,166733,4,0.369,0,country,53,52,1995,,,
2234,57,3LklW07tvdx2AHsgfi1Mng,55Pp4Ns5VfTSFsBraW7MQy,34hLOvajp6WQOGlt6CNLSA,I Wish,Skee-Lo,I Wish,FALSE,1,2,spotify:track:3LklW07tvdx2AHsgfi1Mng,97.885,audio_features,7,-7.146,1,0.147,0.38,0.572,0.669,0.809,https://api.spotify.com/v1/tracks/3LklW07tvdx2AHsgfi1Mng,https://api.spotify.com/v1/audio-analysis/3LklW07tvdx2AHsgfi1Mng,249293,4,0.00137,0,west coast rap,49,46,1995,,,
2242,61,2lp8xjq0WTm3HZKHuDEweg,7opRqRgF9lvnVraBFCMvIj,0VVegiriO1eyyfOKrLmxtc,Tell Me,Groove Theory,Groove Theory,FALSE,1,6,spotify:track:2lp8xjq0WTm3HZKHuDEweg,93.059,audio_features,6,-10.849,0,0.0635,0.0668,0.887,0.8,0.361,https://api.spotify.com/v1/tracks/2lp8xjq0WTm3HZKHuDEweg,https://api.spotify.com/v1/audio-analysis/2lp8xjq0WTm3HZKHuDEweg,236067,4,0.0355,3.75E-06,neo soul,47,50,7/25/1995,,,
2258,63,41kg2RvdwBuIv0OPpvBS4v,6xTk3EK5T9UzudENVvu9YB,1HisV3ZKLs9It3KlGcPki5,Time Bomb,Rancid,...And Out Come The Wolves,FALSE,1,4,spotify:track:41kg2RvdwBuIv0OPpvBS4v,164.79,audio_features,9,-4.862,1,0.0536,0.471,0.961,0.646,0.962,https://api.spotify.com/v1/tracks/41kg2RvdwBuIv0OPpvBS4v,https://api.spotify.com/v1/audio-analysis/41kg2RvdwBuIv0OPpvBS4v,144333,4,0.138,0,pop punk,62,59,8/15/1995,,,
2274,60,1pNlZQeoPnlxqf1Mjgm0H2,6xTk3EK5T9UzudENVvu9YB,1HisV3ZKLs9It3KlGcPki5,Ruby Soho,Rancid,...And Out Come The Wolves,FALSE,1,9,spotify:track:1pNlZQeoPnlxqf1Mjgm0H2,161.842,audio_features,7,-5.381,1,0.0432,0.177,0.961,0.505,0.938,https://api.spotify.com/v1/tracks/1pNlZQeoPnlxqf1Mjgm0H2,https://api.spotify.com/v1/audio-analysis/1pNlZQeoPnlxqf1Mjgm0H2,157533,4,0.0201,0.00218,pop punk,62,59,8/15/1995,,,
2290,61,1DCdIWCE5UFiObCsTSpKFv,64tNsm6TnZe2zpcMVMOoHL,49R4Qye4UUwzjPPQhtCkRe,Heaven Beside You,Alice In Chains,Alice In Chains,TRUE,1,4,spotify:track:1DCdIWCE5UFiObCsTSpKFv,111.243,audio_features,10,-7.09,0,0.0319,0.116,0.558,0.552,0.725,https://api.spotify.com/v1/tracks/1DCdIWCE5UFiObCsTSpKFv,https://api.spotify.com/v1/audio-analysis/1DCdIWCE5UFiObCsTSpKFv,327893,4,0.00451,0.000158,album rock,71,55,10/30/1995,,,
2306,57,19lw4C2aW6TYvxqRsek2Kd,7mPcfx7PhnBh6n4HMCd61A,5UPjyfi3zD7Oak7frjH8zk,I Can Love You Like That,John Michael Montgomery,John Michael Montgomery,FALSE,1,3,spotify:track:19lw4C2aW6TYvxqRsek2Kd,88.554,audio_features,11,-11.049,1,0.0264,0.343,0.203,0.655,0.336,https://api.spotify.com/v1/tracks/19lw4C2aW6TYvxqRsek2Kd,https://api.spotify.com/v1/audio-analysis/19lw4C2aW6TYvxqRsek2Kd,235000,4,0.302,0,contemporary country,59,50,3/17/1995,,,
2322,55,0NLBwQBYJhEM9t3KAMPFVR,7mPcfx7PhnBh6n4HMCd61A,5UPjyfi3zD7Oak7frjH8zk,Sold [The Grundy County Auction Incident],John Michael Montgomery,John Michael Montgomery,FALSE,1,2,spotify:track:0NLBwQBYJhEM9t3KAMPFVR,115.642,audio_features,2,-7.365,1,0.035,0.35,0.803,0.771,0.848,https://api.spotify.com/v1/tracks/0NLBwQBYJhEM9t3KAMPFVR,https://api.spotify.com/v1/audio-analysis/0NLBwQBYJhEM9t3KAMPFVR,152187,4,0.108,0,contemporary country,59,50,3/17/1995,,,
2326,56,7riuy1t0Kt3SRgMtFxX0FR,4qivGtDBIkQFLCeduRpi24,3dD77M8Lo9Ag3rSvzTD7Kb,That Ain't My Truck,Rhett Akins,A Thousand Memories,FALSE,1,5,spotify:track:7riuy1t0Kt3SRgMtFxX0FR,128.954,audio_features,7,-8.896,1,0.0366,0.147,0.76,0.64,0.765,https://api.spotify.com/v1/tracks/7riuy1t0Kt3SRgMtFxX0FR,https://api.spotify.com/v1/audio-analysis/7riuy1t0Kt3SRgMtFxX0FR,243107,4,0.242,2.62E-06,contemporary country,50,46,1/1/1995,,,
2342,60,6SI4JD7iyQ0rrudhCNtMv0,2yQf6b8hxahZaT5dHlWaB1,7btiyhWzUfzxN3ijSiBpC8,Ice Cream,Raekwon,Only Built 4 Cuban Linx,FALSE,1,15,spotify:track:6SI4JD7iyQ0rrudhCNtMv0,90.447,audio_features,1,-7.389,0,0.291,0.226,0.724,0.683,0.902,https://api.spotify.com/v1/tracks/6SI4JD7iyQ0rrudhCNtMv0,https://api.spotify.com/v1/audio-analysis/6SI4JD7iyQ0rrudhCNtMv0,253227,4,0.219,0.000761,alternative hip hop,63,55,1995,,,
2358,60,6kBU9uWqar0Fw2Ws0he11A,6FbDoZnMBTdhhhLuJBOOqP,6t0qVXx77kMCVyxHejzJsP,You Were Meant For Me,Jewel,Pieces Of You,FALSE,1,10,spotify:track:6kBU9uWqar0Fw2Ws0he11A,111.873,audio_features,6,-7.928,1,0.0347,0.105,0.407,0.582,0.33,https://api.spotify.com/v1/tracks/6kBU9uWqar0Fw2Ws0he11A,https://api.spotify.com/v1/audio-analysis/6kBU9uWqar0Fw2Ws0he11A,254480,4,0.791,1.48E-06,folk-pop,57,55,1995,,,
2374,58,4wx38D1Y9vv9WG3T0J6lTA,4e5V1Q2dKCzbLVMQ8qbTn6,7BpwkWqF16bL3L5TIqireM,December (45 Version),Collective Soul,December / Gel [Digital 45],FALSE,1,1,spotify:track:4wx38D1Y9vv9WG3T0J6lTA,121.981,audio_features,0,-7.614,1,0.0278,0.187,0.338,0.687,0.499,https://api.spotify.com/v1/tracks/4wx38D1Y9vv9WG3T0J6lTA,https://api.spotify.com/v1/audio-analysis/4wx38D1Y9vv9WG3T0J6lTA,249973,4,0.587,0.00362,alternative metal,61,47,1995,,,
2390,59,794pcMq18sBEsmwjRq0aOI,4e5V1Q2dKCzbLVMQ8qbTn6,30mXi1BVpzrlrncFYwWjWg,The World I Know,Collective Soul,Collective Soul,FALSE,1,3,spotify:track:794pcMq18sBEsmwjRq0aOI,76.975,audio_features,2,-4.724,1,0.0261,0.228,0.386,0.514,0.704,https://api.spotify.com/v1/tracks/794pcMq18sBEsmwjRq0aOI,https://api.spotify.com/v1/audio-analysis/794pcMq18sBEsmwjRq0aOI,255467,4,0.0515,0.00219,alternative metal,61,54,3/14/1995,,,
2406,56,0wdaPticLmmqJdhgLDJ9zI,5z2cHsOmmmWcAPNG1oEhw0,6lwTyWDtJbJ3czkIkUBPoj,Who Can I Run To,Xscape,Off The Hook,FALSE,1,5,spotify:track:0wdaPticLmmqJdhgLDJ9zI,140.233,audio_features,4,-9.599,1,0.0588,0.0644,0.632,0.71,0.545,https://api.spotify.com/v1/tracks/0wdaPticLmmqJdhgLDJ9zI,https://api.spotify.com/v1/audio-analysis/0wdaPticLmmqJdhgLDJ9zI,216333,4,0.483,0,dance pop,55,48,7/1/1995,,,
2422,56,6B618H5CuCdEzcVs0NKTlt,6F3NW2aC9Sni1FH7QPSLvw,2h1bf0d6LNtyoEugJYLFdy,Counting Blue Cars (Tell Me Your Thoughts On God),Dishwalla,Pet Your Friends,FALSE,1,3,spotify:track:6B618H5CuCdEzcVs0NKTlt,100.179,audio_features,2,-4.279,1,0.029,0.253,0.384,0.461,0.802,https://api.spotify.com/v1/tracks/6B618H5CuCdEzcVs0NKTlt,https://api.spotify.com/v1/audio-analysis/6B618H5CuCdEzcVs0NKTlt,291907,4,0.0105,2.18E-05,neo mellow,50,45,1/1/1995,,,
2438,56,7LF0YY1gON8rBECsyEs0Wb,2Q4FnG5T6NTUcAAZwuMV5K,0eMkSSaQQ9cWk4l07WPRPy,Roll To Me,Del Amitri,Twisted,FALSE,1,7,spotify:track:7LF0YY1gON8rBECsyEs0Wb,149.989,audio_features,6,-5.783,1,0.0364,0.112,0.858,0.566,0.804,https://api.spotify.com/v1/tracks/7LF0YY1gON8rBECsyEs0Wb,https://api.spotify.com/v1/audio-analysis/7LF0YY1gON8rBECsyEs0Wb,132307,4,0.417,0,britpop,48,45,1/1/1995,,,
2454,69,6qB7YcFpeBEQa0D6QO482y,2SHhfs4BiDxGQ3oxqf0UHY,6Zd1OLqFX5geleqvJ9xtAL,It Must Have Been Love,Roxette,Don't Bore Us - Get To The Chorus! Roxette's Greatest Hits,FALSE,1,7,spotify:track:6qB7YcFpeBEQa0D6QO482y,80.609,audio_features,5,-6.655,1,0.0274,0.256,0.722,0.52,0.652,https://api.spotify.com/v1/tracks/6qB7YcFpeBEQa0D6QO482y,https://api.spotify.com/v1/audio-analysis/6qB7YcFpeBEQa0D6QO482y,258787,4,0.34,5.49E-05,dance pop,68,59,10/23/1995,,,
2470,59,0KhXVmAN4sqeEgsqRd39f2,5NDMothbpdpq2xHqSjrrWn,36G7gDkkRckUGU7lgG6nev,You Used To Love Me,Faith Evans,Faith,FALSE,1,11,spotify:track:0KhXVmAN4sqeEgsqRd39f2,89.271,audio_features,0,-8.195,1,0.035,0.126,0.678,0.702,0.458,https://api.spotify.com/v1/tracks/0KhXVmAN4sqeEgsqRd39f2,https://api.spotify.com/v1/audio-analysis/0KhXVmAN4sqeEgsqRd39f2,269173,4,0.247,1.64E-06,dance pop,69,53,1995,,,
2471,54,6SkGfPa77E4giShVbk9N6R,5NDMothbpdpq2xHqSjrrWn,36G7gDkkRckUGU7lgG6nev,Soon As I Get Home,Faith Evans,Faith,FALSE,1,8,spotify:track:6SkGfPa77E4giShVbk9N6R,120.144,audio_features,11,-6.201,1,0.0416,0.149,0.321,0.652,0.498,https://api.spotify.com/v1/tracks/6SkGfPa77E4giShVbk9N6R,https://api.spotify.com/v1/audio-analysis/6SkGfPa77E4giShVbk9N6R,324280,4,0.517,0,dance pop,69,53,1995,,,
2472,57,0JCAezTC5IlK1a9o0YBEsD,6nzxy2wXs6tLgzEtqOkEi2,71mPApAzW9HkbUGdYzMQHb,Don't Take It Personal (Just One of Dem Days),Monica,Miss Thang,FALSE,1,2,spotify:track:0JCAezTC5IlK1a9o0YBEsD,175.72,audio_features,8,-12.741,1,0.0603,0.0579,0.529,0.731,0.355,https://api.spotify.com/v1/tracks/0JCAezTC5IlK1a9o0YBEsD,https://api.spotify.com/v1/audio-analysis/0JCAezTC5IlK1a9o0YBEsD,258467,4,0.00864,5.14E-05,dance pop,63,53,6/12/1995,,,
2473,62,2u2udGmop1z67EPpr91km7,3fMbdgg4jU18AjLCKBhRSm,3OBhnTLrvkoEEETjFA3Qfk,Man in the Mirror,Michael Jackson,HIStory - PAST,FALSE,1,8,spotify:track:2u2udGmop1z67EPpr91km7,100.338,audio_features,8,-5.639,1,0.0366,0.114,0.265,0.794,0.798,https://api.spotify.com/v1/tracks/2u2udGmop1z67EPpr91km7,https://api.spotify.com/v1/audio-analysis/2u2udGmop1z67EPpr91km7,319307,4,0.43,1.15E-05,dance pop,82,66,6/16/1995,,,
