	popularity	song_id	artist_id	album_id	song_name	artist_name	album_name	explicit	disc_number	track_number	uri	tempo	type	key	loudness	mode	speechiness	liveness	valence	danceability	energy	track_href	analysis_url	duration_ms	time_signature	acousticness	instrumentalness	artist_genres	artist_popularity	album_popularity	album_release_date
0	81	43PuMrRfbyyuz4QpZ3oAwN	2EMAnMvWE2eb56ToJVfCWs	6eZdwrhB97A3EYx9QppGfl	Exchange	Bryson Tiller	T R A P S O U L	True	1	3	spotify:track:43PuMrRfbyyuz4QpZ3oAwN	160.14	audio_features	6	-10.598	1	0.185	0.135	0.274	0.53	0.433	https://api.spotify.com/v1/tracks/43PuMrRfbyyuz4QpZ3oAwN	https://api.spotify.com/v1/audio-analysis/43PuMrRfbyyuz4QpZ3oAwN	194613	4	0.108	0.0	indie r&b	80.0	78	2015-10-02
27	80	3pXF1nA74528Edde4of9CC	2EMAnMvWE2eb56ToJVfCWs	6eZdwrhB97A3EYx9QppGfl	Don't	Bryson Tiller	T R A P S O U L	True	1	5	spotify:track:3pXF1nA74528Edde4of9CC	97.001	audio_features	11	-5.556	0	0.196	0.0963	0.19	0.765	0.356	https://api.spotify.com/v1/tracks/3pXF1nA74528Edde4of9CC	https://api.spotify.com/v1/audio-analysis/3pXF1nA74528Edde4of9CC	198293	4	0.222	0.0	indie r&b	80.0	78	2015-10-02
54	75	5rgrBsAFYMun6yhtnLKRPz	2EMAnMvWE2eb56ToJVfCWs	6eZdwrhB97A3EYx9QppGfl	Right My Wrongs	Bryson Tiller	T R A P S O U L	False	1	14	spotify:track:5rgrBsAFYMun6yhtnLKRPz	132.639	audio_features	1	-8.078	1	0.0463	0.157	0.27	0.538	0.449	https://api.spotify.com/v1/tracks/5rgrBsAFYMun6yhtnLKRPz	https://api.spotify.com/v1/audio-analysis/5rgrBsAFYMun6yhtnLKRPz	249320	4	0.344	0.0	indie r&b	80.0	78	2015-10-02
81	78	3I7krC8kr0gFR7P6vInR1I	1By9QBFnjZAoI83BZppHlt	3OkqAak6KhIQExElXif7UW	Do I Make You Wanna	Billy Currington	Summer Forever	False	1	9	spotify:track:3I7krC8kr0gFR7P6vInR1I	89.953	audio_features	9	-5.423	1	0.0299	0.208	0.493	0.549	0.751	https://api.spotify.com/v1/tracks/3I7krC8kr0gFR7P6vInR1I	https://api.spotify.com/v1/audio-analysis/3I7krC8kr0gFR7P6vInR1I	234306	4	0.122	0.0	contemporary country	71.0	71	2015-06-02
108	72	0iA1unTbTbDOWUSlbwJ1pS	1By9QBFnjZAoI83BZppHlt	3OkqAak6KhIQExElXif7UW	It Don't Hurt Like It Used To	Billy Currington	Summer Forever	False	1	7	spotify:track:0iA1unTbTbDOWUSlbwJ1pS	161.981	audio_features	3	-4.039	1	0.0524	0.21	0.448	0.503	0.824	https://api.spotify.com/v1/tracks/0iA1unTbTbDOWUSlbwJ1pS	https://api.spotify.com/v1/audio-analysis/0iA1unTbTbDOWUSlbwJ1pS	184506	4	0.083	0.0	contemporary country	71.0	71	2015-06-02
162	77	0QZ5yyl6B6utIWkxeBDxQN	6ltzsmQQbmdoHHbLZ4ZN25	3yoNZlqerJnsnMN5EDwwBS	The Night We Met	Lord Huron	Strange Trails	False	1	14	spotify:track:0QZ5yyl6B6utIWkxeBDxQN	174.118	audio_features	2	-9.545	1	0.0449	0.639	0.105	0.441	0.379	https://api.spotify.com/v1/tracks/0QZ5yyl6B6utIWkxeBDxQN	https://api.spotify.com/v1/audio-analysis/0QZ5yyl6B6utIWkxeBDxQN	208227	3	0.968	0.262	folk-pop	74.0	69	2015-04-07
189	77	67iF3DdebmElASIGoebYt1	0zaYnC5jWu6BKBz3vnNyZ6	7GjCoRqgst6NyUH1o92OOz	Brown Noise - Loopable with No Fade	White Noise Meditation	Brown Noise, White Noise, and Binaural Beats Entrainment (Loopable with no Fade)	False	1	1	spotify:track:67iF3DdebmElASIGoebYt1	0.0	audio_features	5	-15.776	1	0.0	0.0	0.0	0.0	2.01e-05	https://api.spotify.com/v1/tracks/67iF3DdebmElASIGoebYt1	https://api.spotify.com/v1/audio-analysis/67iF3DdebmElASIGoebYt1	73887	0	0.0	0.0	meditation	65.0	66	2015-05-26
216	76	5kNe7PE09d6Kvw5pAsx23n	6x2LnllRG5uGarZMsD4iO8	4ykbJPI8MPscFzROE8dqLy	Die A Happy Man	Thomas Rhett	Tangled Up	False	1	4	spotify:track:5kNe7PE09d6Kvw5pAsx23n	83.096	audio_features	2	-9.377	1	0.0304	0.119	0.381	0.66	0.383	https://api.spotify.com/v1/tracks/5kNe7PE09d6Kvw5pAsx23n	https://api.spotify.com/v1/audio-analysis/5kNe7PE09d6Kvw5pAsx23n	227427	4	0.381	0.0	contemporary country	80.0	70	2015-09-25
243	72	1zWZvrk13cL8Sl3VLeG57F	6x2LnllRG5uGarZMsD4iO8	4ykbJPI8MPscFzROE8dqLy	T-Shirt	Thomas Rhett	Tangled Up	False	1	7	spotify:track:1zWZvrk13cL8Sl3VLeG57F	95.996	audio_features	2	-5.381	1	0.0397	0.0212	0.771	0.647	0.857	https://api.spotify.com/v1/tracks/1zWZvrk13cL8Sl3VLeG57F	https://api.spotify.com/v1/audio-analysis/1zWZvrk13cL8Sl3VLeG57F	227693	4	0.0318	0.0	contemporary country	80.0	70	2015-09-25
297	80	6y6jbcPG4Yn3Du4moXaenr	2cFrymmkijnjDg9SS92EPM	1TkwzY3l4LqAfrQwBAx45Q	Idfc	Blackbear	Deadroses	True	1	6	spotify:track:6y6jbcPG4Yn3Du4moXaenr	144.871	audio_features	1	-8.755	0	0.0611	0.114	0.315	0.63	0.5	https://api.spotify.com/v1/tracks/6y6jbcPG4Yn3Du4moXaenr	https://api.spotify.com/v1/audio-analysis/6y6jbcPG4Yn3Du4moXaenr	245172	4	0.611	4.04e-05	pop	82.0	73	2015-02-14
324	75	3fqwjXwUGN6vbzIwvyFMhx	4YLtscXsxbVgi031ovDDdh	7lxHnls3yQNl8B9bILmHj7	Tennessee Whiskey	Chris Stapleton	Traveller	False	1	3	spotify:track:3fqwjXwUGN6vbzIwvyFMhx	101.624	audio_features	9	-10.916	1	0.0317	0.0808	0.452	0.472	0.369	https://api.spotify.com/v1/tracks/3fqwjXwUGN6vbzIwvyFMhx	https://api.spotify.com/v1/audio-analysis/3fqwjXwUGN6vbzIwvyFMhx	293293	4	0.17	0.00618	contemporary country	81.0	72	2015-05-04
351	70	5jROdl6MhcmP3O7h2sVgtw	4YLtscXsxbVgi031ovDDdh	7lxHnls3yQNl8B9bILmHj7	Parachute	Chris Stapleton	Traveller	False	1	4	spotify:track:5jROdl6MhcmP3O7h2sVgtw	113.033	audio_features	6	-7.327	1	0.0297	0.154	0.648	0.639	0.749	https://api.spotify.com/v1/tracks/5jROdl6MhcmP3O7h2sVgtw	https://api.spotify.com/v1/audio-analysis/5jROdl6MhcmP3O7h2sVgtw	253200	4	0.014	3.52e-05	contemporary country	81.0	72	2015-05-04
387	76	27GmP9AWRs744SzKcpJsTZ	3TVXtAsR1Inumwj472S9r4	1ozpmkWcCHwsQ4QTnxOOdT	Jumpman	Drake	What A Time To Be Alive	True	1	9	spotify:track:27GmP9AWRs744SzKcpJsTZ	142.065	audio_features	1	-7.535	1	0.194	0.341	0.676	0.853	0.547	https://api.spotify.com/v1/tracks/27GmP9AWRs744SzKcpJsTZ	https://api.spotify.com/v1/audio-analysis/27GmP9AWRs744SzKcpJsTZ	205879	4	0.0565	0.0	canadian hip hop	99.0	70	2015-09-20
414	72	1ID1QFSNNxi0hiZCNcwjUC	3TVXtAsR1Inumwj472S9r4	0ptlfJfwGTy0Yvrk14JK1I	Legend	Drake	If You're Reading This It's Too Late	True	1	1	spotify:track:1ID1QFSNNxi0hiZCNcwjUC	100.076	audio_features	1	-7.605	1	0.0721	0.0769	0.297	0.715	0.561	https://api.spotify.com/v1/tracks/1ID1QFSNNxi0hiZCNcwjUC	https://api.spotify.com/v1/audio-analysis/1ID1QFSNNxi0hiZCNcwjUC	241853	4	0.024	0.0	canadian hip hop	99.0	74	2015-02-12
438	71	7JXZq0JgG2zTrSOAgY8VMC	3TVXtAsR1Inumwj472S9r4	0ptlfJfwGTy0Yvrk14JK1I	Jungle	Drake	If You're Reading This It's Too Late	True	1	16	spotify:track:7JXZq0JgG2zTrSOAgY8VMC	195.092	audio_features	7	-8.724	1	0.109	0.111	0.392	0.508	0.234	https://api.spotify.com/v1/tracks/7JXZq0JgG2zTrSOAgY8VMC	https://api.spotify.com/v1/audio-analysis/7JXZq0JgG2zTrSOAgY8VMC	320400	4	0.614	0.000163	canadian hip hop	99.0	74	2015-02-12
